"source_system","source_path","target_path","classification","confidence","reason","target_conflict","current_indexable","evidence_date"
"live-sitemap","/products/leisure-nightwear/women/nightgowns-sleep-shirts/womens-lace-trim-night-dress","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/leisure-nightwear/women/nightgowns-sleep-shirts/womens-nightgown","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/leisure-nightwear/women/nightgowns-sleep-shirts/womens-sleep-shirt","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/leisure-nightwear/women/pajama-sleep-sets","","KEEP","observed","product-type","no","yes","2026-08-08"
"live-sitemap","/products/leisure-nightwear/women/pajama-sleep-sets/womens-button-down-sleep-set","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/leisure-nightwear/women/pajama-sleep-sets/womens-cotton-pajama-set","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/leisure-nightwear/women/pajama-sleep-sets/womens-flannel-pajama-set","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/leisure-nightwear/women/pajama-sleep-sets/womens-modal-pajama-set","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/leisure-nightwear/women/pajama-sleep-sets/womens-satin-pajama-set","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/leisure-nightwear/women/pajama-sleep-sets/womens-silk-pajama-set","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/leisure-nightwear/women/pajama-sleep-sets/womens-thermal-sleep-set","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/leisure-nightwear/women/pants-joggers","","KEEP","observed","product-type","no","yes","2026-08-08"
"live-sitemap","/products/leisure-nightwear/women/pants-joggers/womens-casual-jogger","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/leisure-nightwear/women/pants-joggers/womens-lounge-pants","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/leisure-nightwear/women/robes","","KEEP","observed","product-type","no","yes","2026-08-08"
"live-sitemap","/products/leisure-nightwear/women/robes/womens-plush-robe","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/leisure-nightwear/women/robes/womens-satin-robe","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/leisure-nightwear/women/shirts-tops","","KEEP","observed","product-type","no","yes","2026-08-08"
"live-sitemap","/products/leisure-nightwear/women/shirts-tops/womens-polo-shirt","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/leisure-nightwear/women/shorts","","KEEP","observed","product-type","no","yes","2026-08-08"
"live-sitemap","/products/leisure-nightwear/women/shorts/womens-lounge-shorts","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/leisure-nightwear/women/t-shirts","","KEEP","observed","product-type","no","yes","2026-08-08"
"live-sitemap","/products/leisure-nightwear/women/t-shirts/womens-oversized-sleep-t-shirt","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/leisure-nightwear/women/t-shirts/womens-relaxed-t-shirt","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel","","KEEP","observed","main-division","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/accessories","","KEEP","observed","audience-group","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/accessories/accessories","","KEEP","observed","product-type","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/accessories/accessories/leather-belt","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/accessories/accessories/leather-gloves","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/accessories/accessories/leather-motorcycle-gloves","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/accessories/aprons","","KEEP","observed","product-type","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/accessories/aprons/leather-work-apron","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/accessories/bags","","KEEP","observed","product-type","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/accessories/bags/leather-backpack","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/accessories/bags/leather-duffle-bag","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/accessories/bags/leather-messenger-bag","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/accessories/bags/leather-tote-bag","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/accessories/bags/leather-waist-bag","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/accessories/custom-apparel","","KEEP","observed","product-type","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/accessories/custom-apparel/leather-wallet","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/men","","KEEP","observed","audience-group","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/men/custom-apparel","","KEEP","observed","product-type","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/men/custom-apparel/leather-blazer","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/men/hoodies","","KEEP","observed","product-type","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/men/hoodies/leather-hoodie","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/men/jackets-outerwear","","KEEP","observed","product-type","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/men/jackets-outerwear/cafe-racer-leather-jacket","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/men/jackets-outerwear/classic-leather-biker-jacket","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/men/jackets-outerwear/classic-leather-coat","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/men/jackets-outerwear/leather-aviator-jacket","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/men/jackets-outerwear/leather-bomber-jacket","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/men/jackets-outerwear/leather-field-jacket","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/men/jackets-outerwear/leather-motorcycle-jacket","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/men/jackets-outerwear/leather-puffer-jacket","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/men/jackets-outerwear/leather-trench-coat","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/men/jackets-outerwear/suede-leather-jacket","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/men/pants-joggers","","KEEP","observed","product-type","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/men/pants-joggers/leather-cargo-pants","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/men/pants-joggers/leather-pants","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/men/shirts-tops","","KEEP","observed","product-type","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/men/shirts-tops/leather-shirt","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/men/shorts","","KEEP","observed","product-type","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/men/shorts/leather-shorts","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/men/vests-waistcoats","","KEEP","observed","product-type","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/men/vests-waistcoats/leather-vest","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/men/vests-waistcoats/leather-waistcoat","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/women","","KEEP","observed","audience-group","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/women/custom-apparel","","KEEP","observed","product-type","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/women/custom-apparel/womens-leather-blazer","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/women/dresses-skirts","","KEEP","observed","product-type","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/women/dresses-skirts/leather-dress","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/women/dresses-skirts/leather-skirt","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/women/jackets-outerwear","","KEEP","observed","product-type","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/women/jackets-outerwear/womens-leather-biker-jacket","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/women/jackets-outerwear/womens-leather-bomber-jacket","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/women/jackets-outerwear/womens-leather-puffer-jacket","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/women/jackets-outerwear/womens-leather-trench-coat","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/women/jackets-outerwear/womens-suede-jacket","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/women/pants-joggers","","KEEP","observed","product-type","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/women/pants-joggers/womens-leather-cargo-pants","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/women/pants-joggers/womens-leather-pants","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/women/shirts-tops","","KEEP","observed","product-type","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/women/shirts-tops/womens-leather-shirt","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/women/vests-waistcoats","","KEEP","observed","product-type","no","yes","2026-08-08"
"live-sitemap","/products/premium-leather-apparel/women/vests-waistcoats/womens-leather-vest","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/sportswear","","KEEP","observed","main-division","no","yes","2026-08-08"
"live-sitemap","/products/sportswear/combat-sports","","KEEP","observed","audience-group","no","yes","2026-08-08"
"live-sitemap","/products/sportswear/combat-sports/combat-sportswear","","KEEP","observed","product-type","no","yes","2026-08-08"
"live-sitemap","/products/sportswear/combat-sports/combat-sportswear/boxing-robe","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/sportswear/combat-sports/combat-sportswear/boxing-shorts","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/sportswear/combat-sports/combat-sportswear/boxing-training-set","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/sportswear/combat-sports/combat-sportswear/mma-fight-shorts","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/sportswear/combat-sports/combat-sportswear/mma-rash-guard","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/sportswear/combat-sports/combat-sportswear/mma-training-set","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/sportswear/combat-sports/combat-sportswear/wrestling-singlet","","KEEP","observed","individual-product","no","yes","2026-08-08"
"live-sitemap","/products/sportswear/fitness-activewear","","KEEP","observed","audience-group","no","yes","2026-08-08"
